"","name","setCode","rarity"
"47255","Radiant Destiny","RIX","rare"
"47256","Raptor Companion","RIX","common"
"47257","Sanguine Glorifier","RIX","common"
"47258","Skymarcher Aspirant","RIX","uncommon"
"47259","Slaughter the Strong","RIX","rare"
"47260","Snubhorn Sentry","RIX","common"
"47261","Sphinx's Decree","RIX","rare"
"47262","Squire's Devotion","RIX","common"
"47263","Sun Sentinel","RIX","common"
"47264","Sun-Crested Pterodon","RIX","common"
"47265","Temple Altisaur","RIX","rare"
"47266","Trapjaw Tyrant","RIX","mythic"
"47267","Zetalpa, Primal Dawn","RIX","rare"
"47268","Admiral's Order","RIX","rare"
"47269","Aquatic Incursion","RIX","uncommon"
"47270","Crafty Cutpurse","RIX","rare"
"47271","Crashing Tide","RIX","common"
"47272","Curious Obsession","RIX","uncommon"
"47273","Deadeye Rig-Hauler","RIX","common"
"47274","Expel from Orazca","RIX","uncommon"
"47275","Flood of Recollection","RIX","uncommon"
"47276","Hornswoggle","RIX","uncommon"
"47277","Induced Amnesia","RIX","rare"
"47278","Kitesail Corsair","RIX","common"
"47279","Kumena's Awakening","RIX","rare"
"47280","Mist-Cloaked Herald","RIX","common"
"47281","Negate","RIX","common"
"47282","Nezahal, Primal Tide","RIX","rare"
"47283","Release to the Wind","RIX","rare"
"47284","River Darter","RIX","common"
"47285","Riverwise Augur","RIX","uncommon"
"47286","Sailor of Means","RIX","common"
"47287","Sea Legs","RIX","common"
"47288","Seafloor Oracle","RIX","rare"
"47289","Secrets of the Golden City","RIX","common"
"47290","Silvergill Adept","RIX","uncommon"
"47291","Siren Reaver","RIX","uncommon"
"47292","Slippery Scoundrel","RIX","uncommon"
"47293","Soul of the Rapids","RIX","common"
"47294","Spire Winder","RIX","common"
"47295","Sworn Guardian","RIX","common"
"47296","Timestream Navigator","RIX","mythic"
"47297","Warkite Marauder","RIX","rare"
"47298","Waterknot","RIX","common"
"47299","Arterial Flow","RIX","uncommon"
"47300","Canal Monitor","RIX","common"
"47301","Champion of Dusk","RIX","rare"
"47302","Dark Inquiry","RIX","common"
"47303","Dead Man's Chest","RIX","rare"
"47304","Dinosaur Hunter","RIX","common"
"47305","Dire Fleet Poisoner","RIX","rare"
"47306","Dusk Charger","RIX","common"
"47307","Dusk Legion Zealot","RIX","common"
"47308","Fathom Fleet Boarder","RIX","common"
"47309","Forerunner of the Coalition","RIX","uncommon"
"47310","Golden Demise","RIX","uncommon"
"47311","Grasping Scoundrel","RIX","common"
"47312","Gruesome Fate","RIX","common"
"47313","Impale","RIX","common"
"47314","Mastermind's Acquisition","RIX","rare"
"47315","Mausoleum Harpy","RIX","uncommon"
"47316","Moment of Craving","RIX","common"
"47317","Oathsworn Vampire","RIX","uncommon"
"47318","Pitiless Plunderer","RIX","uncommon"
"47319","Ravenous Chupacabra","RIX","uncommon"
"47320","Reaver Ambush","RIX","uncommon"
"47321","Recover","RIX","common"
"47322","Sadistic Skymarcher","RIX","uncommon"
"47323","Tetzimoc, Primal Death","RIX","rare"
"47324","Tomb Robber","RIX","rare"
"47325","Twilight Prophet","RIX","mythic"
"47326","Vampire Revenant","RIX","common"
"47327","Vona's Hunger","RIX","rare"
"47328","Voracious Vampire","RIX","common"
"47329","Blood Sun","RIX","rare"
"47330","Bombard","RIX","common"
"47331","Brass's Bounty","RIX","rare"
"47332","Brazen Freebooter","RIX","common"
"47333","Buccaneer's Bravado","RIX","common"
"47334","Charging Tuskodon","RIX","uncommon"
"47335","Daring Buccaneer","RIX","uncommon"
"47336","Dire Fleet Daredevil","RIX","rare"
"47337","Etali, Primal Storm","RIX","rare"
"47338","Fanatical Firebrand","RIX","common"
"47339","Forerunner of the Empire","RIX","uncommon"
"47340","Form of the Dinosaur","RIX","rare"
"47341","Frilled Deathspitter","RIX","common"
"47342","Goblin Trailblazer","RIX","common"
"47343","Mutiny","RIX","common"
"47344","Needletooth Raptor","RIX","uncommon"
"47345","Orazca Raptor","RIX","common"
"47346","Pirate's Pillage","RIX","uncommon"
"47347","Reckless Rage","RIX","uncommon"
"47348","Rekindling Phoenix","RIX","mythic"
"47349","See Red","RIX","uncommon"
"47350","Shake the Foundations","RIX","uncommon"
"47351","Shatter","RIX","common"
"47352","Silverclad Ferocidons","RIX","rare"
"47353","Stampeding Horncrest","RIX","common"
"47354","Storm Fleet Swashbuckler","RIX","uncommon"
"47355","Sun-Collared Raptor","RIX","common"
"47356","Swaggering Corsair","RIX","common"
"47357","Tilonalli's Crown","RIX","common"
"47358","Tilonalli's Summoner","RIX","rare"
"47359","Aggressive Urge","RIX","common"
"47360","Cacophodon","RIX","uncommon"
"47361","Cherished Hatchling","RIX","uncommon"
"47362","Colossal Dreadmaw","RIX","common"
"47363","Crested Herdcaller","RIX","uncommon"
"47364","Deeproot Elite","RIX","rare"
"47365","Enter the Unknown","RIX","uncommon"
"47366","Forerunner of the Heralds","RIX","uncommon"
"47367","Ghalta, Primal Hunger","RIX","rare"
"47368","Giltgrove Stalker","RIX","common"
"47369","Hardy Veteran","RIX","common"
"47370","Hunt the Weak","RIX","common"
"47371","Jade Bearer","RIX","common"
"47372","Jadecraft Artisan","RIX","common"
"47373","Jadelight Ranger","RIX","rare"
"47374","Jungleborn Pioneer","RIX","common"
"47375","Knight of the Stampede","RIX","common"
"47376","Naturalize","RIX","common"
"47377","Orazca Frillback","RIX","common"
"47378","Overgrown Armasaur","RIX","common"
"47379","Path of Discovery","RIX","rare"
"47380","Plummet","RIX","common"
"47381","Polyraptor","RIX","mythic"
"47382","Strength of the Pack","RIX","uncommon"
"47383","Swift Warden","RIX","uncommon"
"47384","Tendershoot Dryad","RIX","rare"
"47385","Thrashing Brontodon","RIX","uncommon"
"47386","Thunderherd Migration","RIX","uncommon"
"47387","Wayward Swordtooth","RIX","rare"
"47388","World Shaper","RIX","rare"
"47389","Angrath, the Flame-Chained","RIX","mythic"
"47390","Atzocan Seer","RIX","uncommon"
"47391","Azor, the Lawbringer","RIX","mythic"
"47392","Deadeye Brawler","RIX","uncommon"
"47393","Dire Fleet Neckbreaker","RIX","uncommon"
"47394","Elenda, the Dusk Rose","RIX","mythic"
"47395","Hadana's Climb // Winged Temple of Orazca","RIX","rare"
"47396","Huatli, Radiant Champion","RIX","mythic"
"47397","Journey to Eternity // Atzal, Cave of Eternity","RIX","rare"
"47398","Jungle Creeper","RIX","uncommon"
"47399","Kumena, Tyrant of Orazca","RIX","mythic"
"47400","Legion Lieutenant","RIX","uncommon"
"47401","Merfolk Mistbinder","RIX","uncommon"
"47402","Path of Mettle // Metzali, Tower of Triumph","RIX","rare"
"47403","Profane Procession // Tomb of the Dusk Rose","RIX","rare"
"47404","Protean Raider","RIX","rare"
"47405","Raging Regisaur","RIX","uncommon"
"47406","Relentless Raptor","RIX","uncommon"
"47407","Resplendent Griffin","RIX","uncommon"
"47408","Siegehorn Ceratops","RIX","rare"
"47409","Storm Fleet Sprinter","RIX","uncommon"
"47410","Storm the Vault // Vault of Catlacan","RIX","rare"
"47411","Zacama, Primal Calamity","RIX","mythic"
"47412","Awakened Amalgam","RIX","rare"
"47413","Azor's Gateway // Sanctum of the Sun","RIX","mythic"
"47414","Captain's Hook","RIX","rare"
"47415","Gleaming Barrier","RIX","common"
"47416","Golden Guardian // Gold-Forge Garrison","RIX","rare"
"47417","The Immortal Sun","RIX","mythic"
"47418","Orazca Relic","RIX","common"
"47419","Silent Gravestone","RIX","rare"
"47420","Strider Harness","RIX","common"
"47421","Traveler's Amulet","RIX","common"
"47422","Arch of Orazca","RIX","rare"
"47423","Evolving Wilds","RIX","common"
"47424","Forsaken Sanctuary","RIX","uncommon"
"47425","Foul Orchard","RIX","uncommon"
"47426","Highland Lake","RIX","uncommon"
"47427","Stone Quarry","RIX","uncommon"
"47428","Woodland Stream","RIX","uncommon"
"47429","Plains","RIX","common"
"47430","Island","RIX","common"
"47431","Swamp","RIX","common"
"47432","Mountain","RIX","common"
"47433","Forest","RIX","common"
"47434","Vraska, Scheming Gorgon","RIX","mythic"
"47435","Vampire Champion","RIX","common"
"47436","Vraska's Conquistador","RIX","uncommon"
"47437","Vraska's Scorn","RIX","rare"
"47438","Angrath, Minotaur Pirate","RIX","mythic"
"47439","Angrath's Ambusher","RIX","uncommon"
"47440","Swab Goblin","RIX","common"
"47441","Angrath's Fury","RIX","rare"
"47442","Cinder Barrens","RIX","common"
"47443","Angel of Grace","RNA","mythic"
"47444","Angelic Exaltation","RNA","uncommon"
"47445","Archway Angel","RNA","uncommon"
"47446","Arrester's Zeal","RNA","common"
"47447","Bring to Trial","RNA","common"
"47448","Civic Stalwart","RNA","common"
"47449","Concordia Pegasus","RNA","common"
"47450","Expose to Daylight","RNA","common"
"47451","Forbidding Spirit","RNA","uncommon"
"47452","Haazda Officer","RNA","common"
"47453","Hero of Precinct One","RNA","rare"
"47454","Impassioned Orator","RNA","common"
"47455","Justiciar's Portal","RNA","common"
"47456","Knight of Sorrows","RNA","common"
"47457","Lumbering Battlement","RNA","rare"
"47458","Ministrant of Obligation","RNA","uncommon"
"47459","Prowling Caracal","RNA","common"
"47460","Rally to Battle","RNA","uncommon"
"47461","Resolute Watchdog","RNA","uncommon"
"47462","Sentinel's Mark","RNA","uncommon"
"47463","Sky Tether","RNA","uncommon"
"47464","Smothering Tithe","RNA","rare"
"47465","Spirit of the Spires","RNA","uncommon"
"47466","Summary Judgment","RNA","common"
"47467","Syndicate Messenger","RNA","common"
"47468","Tenth District Veteran","RNA","common"
"47469","Tithe Taker","RNA","rare"
"47470","Twilight Panther","RNA","common"
"47471","Unbreakable Formation","RNA","rare"
"47472","Watchful Giant","RNA","common"
"47473","Arrester's Admonition","RNA","common"
"47474","Benthic Biomancer","RNA","rare"
"47475","Chillbringer","RNA","common"
"47476","Clear the Mind","RNA","common"
"47477","Code of Constraint","RNA","uncommon"
"47478","Coral Commando","RNA","common"
"47479","Essence Capture","RNA","uncommon"
"47480","Eyes Everywhere","RNA","uncommon"
"47481","Faerie Duelist","RNA","common"
"47482","Gateway Sneak","RNA","uncommon"
"47483","Humongulus","RNA","common"
"47484","Mass Manipulation","RNA","rare"
"47485","Mesmerizing Benthid","RNA","mythic"
"47486","Persistent Petitioners","RNA","common"
"47487","Precognitive Perception","RNA","rare"
"47488","Prying Eyes","RNA","common"
"47489","Pteramander","RNA","uncommon"
"47490","Quench","RNA","common"
"47491","Sage's Row Savant","RNA","common"
"47492","Senate Courier","RNA","common"
"47493","Shimmer of Possibility","RNA","common"
"47494","Skatewing Spy","RNA","uncommon"
"47495","Skitter Eel","RNA","common"
"47496","Slimebind","RNA","common"
"47497","Sphinx of Foresight","RNA","rare"
"47498","Swirling Torrent","RNA","uncommon"
"47499","Thought Collapse","RNA","common"
"47500","Verity Circle","RNA","rare"
"47501","Wall of Lost Thoughts","RNA","uncommon"
"47502","Windstorm Drake","RNA","uncommon"
"47503","Awaken the Erstwhile","RNA","rare"
"47504","Bankrupt in Blood","RNA","uncommon"
"47505","Blade Juggler","RNA","common"
"47506","Bladebrand","RNA","common"
"47507","Bloodmist Infiltrator","RNA","uncommon"
"47508","Carrion Imp","RNA","common"
"47509","Catacomb Crocodile","RNA","common"
"47510","Clear the Stage","RNA","uncommon"
"47511","Consign to the Pit","RNA","common"
"47512","Cry of the Carnarium","RNA","uncommon"
"47513","Dead Revels","RNA","common"
"47514","Debtors' Transport","RNA","common"
"47515","Drill Bit","RNA","uncommon"
"47516","Font of Agonies","RNA","rare"
"47517","Grotesque Demise","RNA","common"
"47518","Gutterbones","RNA","rare"
"47519","Ill-Gotten Inheritance","RNA","common"
"47520","Noxious Groodion","RNA","common"
"47521","Orzhov Enforcer","RNA","uncommon"
"47522","Orzhov Racketeers","RNA","uncommon"
"47523","Pestilent Spirit","RNA","rare"
"47524","Plague Wight","RNA","common"
"47525","Priest of Forgotten Gods","RNA","rare"
"47526","Rakdos Trumpeter","RNA","common"
"47527","Spawn of Mayhem","RNA","mythic"
"47528","Spire Mangler","RNA","uncommon"
"47529","Thirsting Shade","RNA","common"
"47530","Undercity Scavenger","RNA","common"
"47531","Undercity's Embrace","RNA","common"
"47532","Vindictive Vampire","RNA","uncommon"
"47533","Act of Treason","RNA","common"
"47534","Amplifire","RNA","rare"
"47535","Burn Bright","RNA","common"
"47536","Burning-Tree Vandal","RNA","common"
"47537","Cavalcade of Calamity","RNA","uncommon"
"47538","Clamor Shaman","RNA","uncommon"
"47539","Dagger Caster","RNA","uncommon"
"47540","Deface","RNA","common"
"47541","Electrodominance","RNA","rare"
"47542","Feral Maaka","RNA","common"
"47543","Flames of the Raze-Boar","RNA","uncommon"
"47544","Gates Ablaze","RNA","uncommon"
"47545","Ghor-Clan Wrecker","RNA","common"
"47546","Goblin Gathering","RNA","common"
"47547","Gravel-Hide Goblin","RNA","common"
"47548","Immolation Shaman","RNA","rare"
"47549","Light Up the Stage","RNA","uncommon"
"47550","Mirror March","RNA","rare"
"47551","Rix Maadi Reveler","RNA","rare"
"47552","Rubble Reading","RNA","common"
"47553","Rubblebelt Recluse","RNA","common"
"47554","Rumbling Ruin","RNA","uncommon"
"47555","Scorchmark","RNA","common"
"47556","Skarrgan Hellkite","RNA","mythic"
"47557","Skewer the Critics","RNA","common"
"47558","Smelt-Ward Ignus","RNA","uncommon"
"47559","Spear Spewer","RNA","common"
"47560","Spikewheel Acrobat","RNA","common"
"47561","Storm Strike","RNA","common"
"47562","Tin Street Dodger","RNA","uncommon"
"47563","Axebane Beast","RNA","common"
"47564","Biogenic Ooze","RNA","mythic"
"47565","Biogenic Upgrade","RNA","uncommon"
"47566","End-Raze Forerunners","RNA","rare"
"47567","Enraged Ceratok","RNA","uncommon"
"47568","Gatebreaker Ram","RNA","uncommon"
"47569","Gift of Strength","RNA","common"
"47570","Growth-Chamber Guardian","RNA","rare"
"47571","Gruul Beastmaster","RNA","uncommon"
"47572","Guardian Project","RNA","rare"
"47573","Incubation Druid","RNA","rare"
"47574","Mammoth Spider","RNA","common"
"47575","Open the Gates","RNA","common"
"47576","Rampage of the Clans","RNA","rare"
"47577","Rampaging Rendhorn","RNA","common"
"47578","Regenesis","RNA","uncommon"
"47579","Root Snare","RNA","common"
"47580","Sagittars' Volley","RNA","common"
"47581","Saruli Caretaker","RNA","common"
"47582","Sauroform Hybrid","RNA","common"
"47583","Silhana Wayfinder","RNA","uncommon"
"47584","Steeple Creeper","RNA","common"
"47585","Stony Strength","RNA","common"
"47586","Sylvan Brushstrider","RNA","common"
"47587","Territorial Boar","RNA","common"
"47588","Titanic Brawl","RNA","common"
"47589","Tower Defense","RNA","uncommon"
"47590","Trollbred Guardian","RNA","uncommon"
"47591","Wilderness Reclamation","RNA","uncommon"
"47592","Wrecking Beast","RNA","common"
"47593","Absorb","RNA","rare"
"47594","Aeromunculus","RNA","common"
"47595","Applied Biomancy","RNA","common"
"47596","Azorius Knight-Arbiter","RNA","common"
"47597","Azorius Skyguard","RNA","uncommon"
"47598","Basilica Bell-Haunt","RNA","uncommon"
"47599","Bedevil","RNA","rare"
"47600","Biomancer's Familiar","RNA","rare"
"47601","Bolrac-Clan Crusher","RNA","uncommon"
"47602","Captive Audience","RNA","mythic"
"47603","Cindervines","RNA","rare"
"47604","Clan Guildmage","RNA","uncommon"
"47605","Combine Guildmage","RNA","uncommon"
"47606","Cult Guildmage","RNA","uncommon"
"47607","Deputy of Detention","RNA","rare"
"47608","Domri, Chaos Bringer","RNA","mythic"
"47609","Dovin, Grand Arbiter","RNA","mythic"
"47610","Dovin's Acuity","RNA","uncommon"
"47611","Emergency Powers","RNA","mythic"
"47612","Ethereal Absolution","RNA","rare"
"47613","Final Payment","RNA","common"
"47614","Fireblade Artist","RNA","uncommon"
"47615","Frenzied Arynx","RNA","common"
"47616","Frilled Mystic","RNA","uncommon"
"47617","Galloping Lizrog","RNA","uncommon"
"47618","Get the Point","RNA","common"
"47619","Grasping Thrull","RNA","common"
"47620","Growth Spiral","RNA","common"
"47621","Gruul Spellbreaker","RNA","rare"
"47622","Gyre Engineer","RNA","uncommon"
"47623","Hackrobat","RNA","uncommon"
"47624","High Alert","RNA","uncommon"
"47625","Hydroid Krasis","RNA","mythic"
"47626","Imperious Oligarch","RNA","common"
"47627","Judith, the Scourge Diva","RNA","rare"
"47628","Kaya, Orzhov Usurper","RNA","mythic"
"47629","Kaya's Wrath","RNA","rare"
"47630","Knight of the Last Breath","RNA","uncommon"
"47631","Lavinia, Azorius Renegade","RNA","rare"
"47632","Lawmage's Binding","RNA","common"
"47633","Macabre Mockery","RNA","uncommon"
"47634","Mortify","RNA","uncommon"
"47635","Nikya of the Old Ways","RNA","rare"
"47636","Pitiless Pontiff","RNA","uncommon"
"47637","Prime Speaker Vannifar","RNA","mythic"
"47638","Rafter Demon","RNA","common"
"47639","Rakdos Firewheeler","RNA","uncommon"
"47640","Rakdos Roustabout","RNA","common"
"47641","Rakdos, the Showstopper","RNA","mythic"
"47642","Ravager Wurm","RNA","mythic"
"47643","Rhythm of the Wild","RNA","uncommon"
"47644","Rubblebelt Runner","RNA","common"
"47645","Savage Smash","RNA","common"
"47646","Senate Guildmage","RNA","uncommon"
"47647","Seraph of the Scales","RNA","mythic"
"47648","Sharktocrab","RNA","uncommon"
"47649","Simic Ascendancy","RNA","rare"
"47650","Sphinx of New Prahv","RNA","uncommon"
"47651","Sphinx's Insight","RNA","common"
"47652","Sunder Shaman","RNA","uncommon"
"47653","Syndicate Guildmage","RNA","uncommon"
"47654","Teysa Karlov","RNA","rare"
"47655","Theater of Horrors","RNA","rare"
"47656","Zegana, Utopian Speaker","RNA","rare"
"47657","Zhur-Taa Goblin","RNA","uncommon"
"47658","Footlight Fiend","RNA","common"
"47659","Rubble Slinger","RNA","common"
"47660","Scuttlegator","RNA","common"
"47661","Senate Griffin","RNA","common"
"47662","Vizkopa Vampire","RNA","common"
"47663","Bedeck // Bedazzle","RNA","rare"
"47664","Carnival // Carnage","RNA","uncommon"
"47665","Collision // Colossus","RNA","uncommon"
"47666","Consecrate // Consume","RNA","uncommon"
"47667","Depose // Deploy","RNA","uncommon"
"47668","Incubation // Incongruity","RNA","uncommon"
"47669","Repudiate // Replicate","RNA","rare"
"47670","Revival // Revenge","RNA","rare"
"47671","Thrash // Threat","RNA","rare"
"47672","Warrant // Warden","RNA","rare"
"47673","Azorius Locket","RNA","common"
"47674","Gate Colossus","RNA","uncommon"
"47675","Glass of the Guildpact","RNA","rare"
"47676","Gruul Locket","RNA","common"
"47677","Junktroller","RNA","uncommon"
"47678","Orzhov Locket","RNA","common"
"47679","Rakdos Locket","RNA","common"
"47680","Scrabbling Claws","RNA","uncommon"
"47681","Screaming Shield","RNA","uncommon"
"47682","Simic Locket","RNA","common"
