,Name,Number,Rarity,Details,Quantity,Price,Language,Finish,Condition,Expansion
8014,Sprite Dragon,,Uncommon,,3.0,1.29,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8015,The Ozolith,,Rare,,1.0,21.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8016,"Winota, Joiner of Forces",,Mythic,,1.0,19.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8017,"Yidaro, Wandering Monster",,Rare,,3.0,0.79,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8018,"Yorion, Sky Nomad",,Rare,,1.0,4.99,English,Foil,NEAR MINT,Ikoria Lair of Behemoths
8019,Zagoth Triome,,Rare,,7.0,13.99,English,Normal,NEAR MINT,Ikoria Lair of Behemoths
8043,+2 Mace,,Common,,18.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8044,Aberrant Mind Sorcerer,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8045,Acererak the Archlich,,Mythic,,1.0,8.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8046,Adult Gold Dragon,,Rare,,6.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8047,Adult Gold Dragon (Borderless),,Rare,,4.0,1.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8048,Adult Gold Dragon (Borderless),,Rare,,5.0,1.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8049,Air-Cult Elemental,,Common,,11.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8050,Arborea Pegasus,,Common,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8051,Arborea Pegasus (Showcase),,Common,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8052,Arborea Pegasus (Showcase),,Common,,16.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8053,Arcane Investigator,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8054,Armory Veteran,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8055,Asmodeus the Archfiend,,Rare,,17.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8056,Asmodeus the Archfiend,,Rare,,12.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8057,Bag of Holding,,Uncommon,,14.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8058,Baleful Beholder,,Common,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8059,Baleful Beholder (Showcase),,Common,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8060,Baleful Beholder (Showcase),,Common,,9.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8061,Bar the Gate,,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8062,Barbarian Class,,Uncommon,,16.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8063,Bard Class,,Rare,,3.0,1.09,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8064,Barrowin of Clan Undurr,,Uncommon,,13.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8065,Barrowin of Clan Undurr (Showcase),,Uncommon,,12.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8066,Barrowin of Clan Undurr (Showcase),,Uncommon,,3.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8067,Black Dragon,,Uncommon,,11.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8068,Black Dragon,,Uncommon,,2.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8069,Black Dragon (Borderless),,Uncommon,,3.0,0.69,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8070,Blink Dog,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8071,Blink Dog (Showcase),,Uncommon,,6.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8072,Blink Dog (Showcase),,Uncommon,,9.0,0.33,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8073,Blue Dragon,,Uncommon,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8074,Blue Dragon,,Uncommon,,4.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8075,Blue Dragon (Borderless),,Uncommon,,1.0,0.69,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8076,Blue Dragon (Borderless),,Uncommon,,1.0,1.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8077,Boots of Speed,,Common,,7.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8078,Brazen Dwarf,,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8079,Bruenor Battlehammer (Showcase),,Uncommon,,1.0,0.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8080,Bulette,,Common,,8.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8081,Bulette (Showcase),,Common,,13.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8082,Bulette (Showcase),,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8083,Bull's Strength,,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8084,Burning Hands,,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8085,Cave of the Frost Dragon,,Rare,,1.0,1.29,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8086,Cave of the Frost Dragon (Showcase),,Rare,,1.0,3.79,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8087,Cave of the Frost Dragon (Showcase),,Rare,,1.0,1.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8088,Celestial Unicorn,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8089,Celestial Unicorn (Showcase),,Common,,11.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8090,Celestial Unicorn (Showcase),,Common,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8091,Chaos Channeler,,Uncommon,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8092,Charmed Sleep,,Common,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8093,Check for Traps,,Uncommon,,14.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8094,Choose Your Weapon,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8095,Circle of Dreams Druid,,Rare,,2.0,7.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8096,Circle of Dreams Druid,,Rare,,8.0,5.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8097,Circle of Dreams Druid (Extended Art),,Rare,,8.0,14.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8098,Clattering Skeletons,,Common,,11.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8099,Clattering Skeletons (Showcase),,Common,,10.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8100,Clattering Skeletons (Showcase),,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8101,Clever Conjurer,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8102,Cloister Gargoyle,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8103,Cloister Gargoyle (Showcase),,Uncommon,,3.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8104,Cloister Gargoyle (Showcase),,Uncommon,,8.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8105,Compelled Duel,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8106,Contact Other Plane,,Common,,14.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8107,Critical Hit,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8108,Dancing Sword,,Rare,,19.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8109,Dancing Sword (Extended Art),,Rare,,9.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8110,Dawnbringer Cleric,,Common,,5.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8111,Delver's Torch,,Common,,17.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8112,Demilich,,Mythic,,7.0,8.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8113,Demilich,,Mythic,,13.0,7.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8114,Demilich (Extended Art),,Mythic,,4.0,16.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8115,Demilich (Extended Art),,Mythic,,9.0,8.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8116,Den of the Bugbear,,Rare,,3.0,9.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8117,Den of the Bugbear,,Rare,,15.0,8.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8118,Devoted Paladin,,Common,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8119,Devour Intellect,,Common,,14.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8120,Dire Wolf Prowler,,Common,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8121,Dire Wolf Prowler (Showcase),,Common,,15.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8122,Dire Wolf Prowler (Showcase),,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8123,Displacer Beast,,Uncommon,,8.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8124,Displacer Beast,,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8125,Displacer Beast (Showcase),,Uncommon,,4.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8126,Displacer Beast (Showcase),,Uncommon,,9.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8127,Divine Smite,,Uncommon,,15.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8128,Djinni Windseer,,Common,,14.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8129,Djinni Windseer (Showcase),,Common,,11.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8130,Djinni Windseer (Showcase),,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8131,Dragon Turtle,,Rare,,15.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8132,Dragon Turtle (Showcase),,Rare,,3.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8133,Dragon Turtle (Showcase),,Rare,,5.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8134,Dragon's Disciple,,Uncommon,,9.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8135,Dragon's Fire,,Common,,3.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8136,Drider,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8137,Drizzt Do'Urden,,Rare,,1.0,2.29,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8138,Drizzt Do'Urden (Showcase),,Rare,,1.0,1.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8139,Druid Class,,Uncommon,,4.0,0.59,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8140,Dueling Rapier,,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8141,Dungeon Crawler,,Uncommon,,8.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8142,Dungeon Descent,,Rare,,3.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8143,Dungeon Descent,,Rare,,23.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8144,Dungeon Descent (Showcase),,Rare,,7.0,1.29,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8145,Dungeon Descent (Showcase),,Rare,,3.0,0.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8146,Dungeon Map,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8147,Dwarfhold Champion,,Common,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8148,Earth-Cult Elemental,,Common,,6.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8149,"Ebondeath, Dracolich",,Mythic,,2.0,8.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8150,"Ebondeath, Dracolich",,Mythic,,1.0,7.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8151,"Ebondeath, Dracolich (Borderless)",,Mythic,,1.0,20.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8152,"Ebondeath, Dracolich (Borderless)",,Mythic,,8.0,12.89,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8153,Eccentric Apprentice,,Uncommon,,9.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8154,Ellywick Tumblestrum,,Mythic,,5.0,1.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8155,Ellywick Tumblestrum,,Mythic,,2.0,1.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8156,Ellywick Tumblestrum (Borderless),,Mythic,,7.0,3.29,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8157,Elturgard Ranger,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8158,Evolving Wilds,,Common,,2.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8159,Evolving Wilds (Showcase),,Common,,4.0,2.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8160,Evolving Wilds (Showcase),,Common,,43.0,0.59,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8161,Eye of Vecna,,Rare,,2.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8162,Eyes of the Beholder,,Common,,14.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8163,Farideh's Fireball,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8164,"Farideh, Devil's Chosen",,Uncommon,,4.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8165,"Farideh, Devil's Chosen",,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8166,"Farideh, Devil's Chosen (Showcase)",,Uncommon,,4.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8167,"Farideh, Devil's Chosen (Showcase)",,Uncommon,,6.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8168,Fates' Reversal,,Common,,6.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8169,Feign Death,,Common,,4.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8170,Feywild Trickster,,Uncommon,,15.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8171,Fifty Feet of Rope,,Uncommon,,13.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8172,Find the Path,,Common,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8173,Flameskull,,Mythic,,3.0,0.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8174,Flameskull,,Mythic,,12.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8175,Flameskull (Extended Art),,Mythic,,6.0,2.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8176,Flameskull (Extended Art),,Mythic,,3.0,0.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8177,Flumph,,Rare,,23.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8178,Flumph (Extended Art),,Rare,,8.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8179,Fly,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8180,Forsworn Paladin,,Rare,,2.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8181,Forsworn Paladin,,Rare,,12.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8182,Forsworn Paladin (Extended Art),,Rare,,6.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8183,Forsworn Paladin (Extended Art),,Rare,,2.0,0.59,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8184,Froghemoth,,Rare,,6.0,0.69,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8185,Froghemoth (Extended Art),,Rare,,1.0,1.89,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8186,Gelatinous Cube,,Rare,,6.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8187,Gelatinous Cube (Showcase),,Rare,,11.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8188,Gloom Stalker,,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8189,Gnoll Hunter,,Common,,11.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8190,Gnoll Hunter (Showcase),,Common,,16.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8191,Gnoll Hunter (Showcase),,Common,,12.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8192,Goblin Javelineer,,Common,,6.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8193,Goblin Javelineer (Showcase),,Common,,15.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8194,Goblin Javelineer (Showcase),,Common,,10.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8195,Goblin Morningstar,,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8196,Grand Master of Flowers,,Mythic,,5.0,2.19,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8197,Grand Master of Flowers (Borderless),,Mythic,,3.0,7.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8198,Greataxe,,Common,,14.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8199,Green Dragon,,Uncommon,,7.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8200,Green Dragon,,Uncommon,,13.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8201,Green Dragon (Borderless),,Uncommon,,5.0,3.29,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8202,Green Dragon (Borderless),,Uncommon,,2.0,0.69,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8203,Gretchen Titchwillow,,Uncommon,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8204,Gretchen Titchwillow (Showcase),,Uncommon,,9.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8205,Grim Bounty,,Common,,14.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8206,Grim Wanderer,,Uncommon,,7.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8207,Grim Wanderer,,Uncommon,,4.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8208,Guardian of Faith,,Rare,,2.0,3.89,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8209,Guardian of Faith,,Rare,,13.0,3.79,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8210,Guardian of Faith (Extended Art),,Rare,,3.0,4.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8211,Guild Thief,,Uncommon,,15.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8212,Half-Elf Monk,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8213,Hall of Storm Giants,,Rare,,2.0,5.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8214,Hall of Storm Giants,,Rare,,17.0,4.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8215,"Hama Pashar, Ruin Seeker",,Uncommon,,6.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8216,"Hama Pashar, Ruin Seeker",,Uncommon,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8217,"Hama Pashar, Ruin Seeker (Showcase)",,Uncommon,,5.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8218,"Hama Pashar, Ruin Seeker (Showcase)",,Uncommon,,7.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8219,Hand of Vecna,,Rare,,3.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8220,Hand of Vecna,,Rare,,21.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8221,Herald of Hadar,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8222,Hill Giant Herdgorger,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8223,Hired Hexblade,,Common,,16.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8224,Hoard Robber,,Common,,13.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8225,Hoarding Ogre,,Common,,8.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8226,Hobgoblin Bandit Lord,,Rare,,4.0,1.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8227,Hobgoblin Bandit Lord (Extended Art),,Rare,,4.0,4.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8228,Hobgoblin Captain,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8229,Hulking Bugbear,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8230,Hulking Bugbear (Showcase),,Uncommon,,6.0,0.25,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8231,Hulking Bugbear (Showcase),,Uncommon,,6.0,0.49,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8232,Hunter's Mark,,Uncommon,,15.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8233,"Icingdeath, Frost Tyrant",,Mythic,,1.0,4.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8234,"Icingdeath, Frost Tyrant",,Mythic,,6.0,2.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8235,"Icingdeath, Frost Tyrant (Borderless)",,Mythic,,3.0,14.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8236,Improvised Weaponry,,Common,,18.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8237,Inferno of the Star Mounts,,Mythic,,4.0,8.88,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8238,Inferno of the Star Mounts,,Mythic,,8.0,6.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8239,Inferno of the Star Mounts (Borderless),,Mythic,,5.0,18.99,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8240,Inferno of the Star Mounts (Borderless),,Mythic,,1.0,12.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8241,Ingenious Smith,,Uncommon,,7.0,1.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8242,Inspiring Bard,,Common,,13.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8243,Instrument of the Bards,,Rare,,10.0,0.49,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
8244,Instrument of the Bards,,Rare,,17.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8245,Instrument of the Bards (Extended Art),,Rare,,1.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8246,Intrepid Outlander,,Uncommon,,16.0,0.33,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8247,Iron Golem,,Uncommon,,15.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8248,Iron Golem (Showcase),,Uncommon,,7.0,0.25,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8249,"Iymrith, Desert Doom",,Mythic,,10.0,4.99,English,Normal,NEAR MINT,Adventures in the Forgotten Realms
8250,"Iymrith, Desert Doom (Borderless)",,Mythic,,5.0,14.88,English,Foil,NEAR MINT,Adventures in the Forgotten Realms
