"","Count","Name","Expansion","Condition","Language","Finish"
"4550",1,"Bonds of Quicksilver","Conspiracy: Take the Crown","Near Mint","English","Foil"
"4551",1,"Spontaneous Artist","Kaladesh","Near Mint","English","Foil"
"4552",1,"Blighted Bat","Amonkhet","Near Mint","English","Foil"
"4553",1,"Midnight Entourage","Aether Revolt","Near Mint","English","Foil"
"4554",1,"Reduce to Ashes","Shadows Over Innistrad","Near Mint","English","Foil"
"4555",1,"Burn from Within","Shadows Over Innistrad","Near Mint","English","Foil"
"4556",1,"Emissary of the Sleepless","Shadows Over Innistrad","Near Mint","English","Foil"
"4557",1,"Crucible of the Spirit Dragon","Fate Reforged","Near Mint","English","Foil"
"4558",1,"Nekrataal","Eternal Masters","Near Mint","English","Foil"
"4559",1,"Radiant Fountain","Iconic Masters","Near Mint","English","Foil"
"4560",1,"Mishra's Bauble","Iconic Masters","Near Mint","English","Foil"
"4561",10,"Gnome Token","Unstable","Near Mint","English","Foil"
"4562",1,"Groundbreaker","Planar Chaos","Near Mint","English","Foil"
"4563",1,"Desert of the True","Hour of Devastation","Near Mint","English","Foil"
"4564",1,"Grim Captain's Call","Ixalan","Near Mint","English","Foil"
"4565",1,"Impulse","From the Vault: Twenty","Near Mint","English","Foil"
"4566",1,"Urza's Factory","Time Spiral","Near Mint","English","Foil"
"4567",1,"Blinkmoth Well","Mirrodin","Heavily Played","English","Foil"
"4568",10,"Goat Token","Unstable","Near Mint","English","Foil"
"4569",10,"Clue Token","Unstable","Near Mint","English","Foil"
"4570",10,"Goat Token","Unstable","Near Mint","English","Foil"
"4571",8,"Zombie Token","Unstable","Near Mint","English","Foil"
"4572",8,"Zombie Token","Unstable","Near Mint","English","Foil"
"4573",11,"Mountain (33)","Premium Deck Series: Fire and Lightning","Near Mint","English","Foil"
"4574",1,"Silent Gravestone","Rivals of Ixalan","Near Mint","English","Foil"
"4575",1,"Foundry of the Consuls","Magic Origins","Near Mint","English","Foil"
"4576",1,"Mage-Ring Network","Magic Origins","Near Mint","English","Foil"
"4577",4,"Reverse Engineer","FNM Promos","Near Mint","English","Foil"
"4578",4,"Scavenging Ooze","Media Promos","Near Mint","English","Foil"
"4579",1,"Mountain (244)","Shards of Alara","Near Mint","English","Foil"
"4580",3,"Plains (231)","Shards of Alara","Near Mint","English","Foil"
"4581",1,"Plains (287)","Mirrodin","Near Mint","English","Foil"
"4582",2,"Mountain (301)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4583",1,"Plains (288)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4584",2,"Plains (287)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4585",1,"Plains (289)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4586",2,"Forest (306)","Ravnica: City of Guilds","Near Mint","English","Foil"
"4587",1,"Plains (282)","Lorwyn","Near Mint","English","Foil"
"4588",3,"Plains (283)","Lorwyn","Near Mint","English","Foil"
"4589",2,"Plains (285)","Lorwyn","Near Mint","English","Foil"
"4590",7,"Plains (284)","Lorwyn","Near Mint","English","Foil"
"4591",1,"Plains (284)","Shadowmoor","Near Mint","English","Foil"
"4592",2,"Swamp (292)","Shadowmoor","Near Mint","English","Foil"
"4593",1,"Forest (248)","Magic 2011","Near Mint","English","Foil"
"4594",1,"Forest (249)","Magic 2011","Near Mint","English","Foil"
"4595",1,"Mountain (243)","Rise of the Eldrazi","Near Mint","English","Foil"
"4596",1,"Plains (230)","Rise of the Eldrazi","Near Mint","English","Foil"
"4597",1,"Forest (247)","Rise of the Eldrazi","Near Mint","English","Foil"
"4598",1,"Plains (230)","Scars of Mirrodin","Near Mint","English","Foil"
"4599",1,"Mountain (242)","Magic 2013","Near Mint","English","Foil"
"4600",1,"Plains (232)","Magic 2013","Near Mint","English","Foil"
"4601",3,"Island (371)","Tenth Edition","Near Mint","English","Foil"
"4602",2,"Island (370)","Tenth Edition","Near Mint","English","Foil"
"4603",3,"Island (371)","Tenth Edition","Near Mint","English","Foil"
"4604",1,"Island (369)","Tenth Edition","Near Mint","English","Foil"
"4605",3,"Plains (367)","Tenth Edition","Near Mint","English","Foil"
"4606",1,"Forest (382)","Tenth Edition","Near Mint","English","Foil"
"4607",2,"Mountain (295)","Time Spiral","Near Mint","English","Foil"
"4608",1,"Swamp (290)","Time Spiral","Near Mint","English","Foil"
"4609",1,"Plains (284)","Time Spiral","Near Mint","English","Foil"
"4610",3,"Forest (300)","Time Spiral","Near Mint","English","Foil"
"4611",2,"Forest (298)","Time Spiral","Near Mint","English","Foil"
"4612",2,"Forest (298)","Time Spiral","Near Mint","English","Foil"
"4613",3,"Forest (300)","Time Spiral","Near Mint","English","Foil"
"4614",1,"Island (257)","Return to Ravnica","Near Mint","English","Foil"
"4615",1,"Mountain (242)","Theros","Near Mint","English","Foil"
"4616",1,"Island (253)","Innistrad","Near Mint","English","Foil"
"4617",2,"Island (255)","Innistrad","Near Mint","English","Foil"
"4618",2,"Island (255)","Innistrad","Near Mint","English","Foil"
"4619",1,"Plains (250)","Innistrad","Near Mint","English","Foil"
"4620",1,"Mountain (152)","Mirrodin Besieged","Near Mint","English","Foil"
"4621",2,"Mountain (240)","Avacyn Restored","Near Mint","English","Foil"
"4622",2,"Mountain (240)","Avacyn Restored","Near Mint","English","Foil"
"4623",1,"Plains (230)","Avacyn Restored","Near Mint","English","Foil"
"4624",1,"Island (237)","Magic 2012","Near Mint","English","Foil"
"4625",1,"Mountain (245)","Magic 2014 Core Set","Near Mint","English","Foil"
"4626",1,"Swamp (241)","Magic 2014 Core Set","Near Mint","English","Foil"
"4627",1,"Swamp (239)","Magic 2014 Core Set","Near Mint","English","Foil"
"4628",1,"Island (236)","Magic 2014 Core Set","Near Mint","English","Foil"
"4629",2,"Accursed Witch","Shadows Over Innistrad","Near Mint","English","Normal"
"4630",2,"Behind the Scenes","Shadows Over Innistrad","Near Mint","English","Normal"
"4631",1,"Blood-Toll Harpy","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4632",1,"Sengir Vampire","Welcome Deck 2016","Near Mint","English","Normal"
"4633",2,"Stromkirk Patrol","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4634",7,"Cartouche of Ambition","Amonkhet","Near Mint","English","Normal"
"4635",1,"Deadly Designs","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4636",2,"Death Wind","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4637",2,"Defiant Salvager","Aether Revolt","Near Mint","English","Normal"
"4638",1,"Diabolic Tutor","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4639",7,"Doomed Dissenter","Amonkhet","Near Mint","English","Normal"
"4640",4,"Dune Beetle","Amonkhet","Near Mint","English","Normal"
"4641",2,"Creeping Dread","Shadows Over Innistrad","Near Mint","English","Normal"
"4642",1,"Farbog Boneflinger","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4643",3,"Fen Hauler","Aether Revolt","Near Mint","English","Normal"
"4644",1,"Festergloom","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4645",2,"Fleshbag Marauder","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4646",1,"Fourth Bridge Prowler","Aether Revolt","Near Mint","English","Normal"
"4647",1,"Gavony Unhallowed","Eldritch Moon","Near Mint","English","Normal"
"4648",3,"Ghoulsteed","Shadows Over Innistrad","Near Mint","English","Normal"
"4649",2,"Graf Rats","Eldritch Moon","Near Mint","English","Normal"
"4650",1,"Markov Crusader","Eldritch Moon","Near Mint","English","Normal"
"4651",1,"Mausoleum Turnkey","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4652",1,"Mind Rot","Welcome Deck 2016","Near Mint","English","Normal"
"4653",1,"Keepsake Gorgon","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4654",3,"Painful Lesson","Amonkhet","Near Mint","English","Normal"
"4655",3,"Pick the Brain","Shadows Over Innistrad","Near Mint","English","Normal"
"4656",1,"Raise Dead","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4657",4,"Regicide","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4658",1,"Rise from the Grave","Eldritch Moon","Near Mint","English","Normal"
"4659",1,"Shambling Goblin","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4660",2,"Sinister Concoction","Shadows Over Innistrad","Near Mint","English","Normal"
"4661",5,"Splendid Agony","Amonkhet","Near Mint","English","Normal"
"4662",1,"Succumb to Temptation","Eldritch Moon","Near Mint","English","Normal"
"4663",1,"Supernatural Stamina","Amonkhet","Near Mint","English","Normal"
"4664",1,"Tooth Collector","Shadows Over Innistrad","Near Mint","English","Normal"
"4665",7,"Trespasser's Curse","Amonkhet","Near Mint","English","Normal"
"4666",4,"Unburden","Amonkhet","Near Mint","English","Normal"
"4667",2,"Walking Corpse","Welcome Deck 2016","Near Mint","English","Normal"
"4668",1,"Aerial Formation","Journey into Nyx","Near Mint","English","Normal"
"4669",3,"Aerial Guide","Hour of Devastation","Near Mint","English","Normal"
"4670",1,"Air Elemental","Welcome Deck 2017","Near Mint","English","Normal"
"4671",1,"Air Servant","Welcome Deck 2016","Near Mint","English","Normal"
"4672",5,"Ancient Crab","Amonkhet","Near Mint","English","Normal"
"4673",4,"Bonds of Quicksilver","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4674",9,"Cancel","Amonkhet","Near Mint","English","Normal"
"4675",1,"Cloaked Siren","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4676",7,"Compelling Argument","Amonkhet","Near Mint","English","Normal"
"4677",1,"Contingency Plan","Eldritch Moon","Near Mint","English","Normal"
"4678",1,"Countervailing Winds","Hour of Devastation","Near Mint","English","Normal"
"4679",3,"Coveted Peacock","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4680",1,"Crippling Chill","Khans of Tarkir","Near Mint","English","Normal"
"4681",1,"Decision Paralysis","Amonkhet","Near Mint","English","Normal"
"4682",2,"Dismiss","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4683",1,"Disperse","Welcome Deck 2016","Near Mint","English","Normal"
"4684",2,"Drunau Corpse Trawler","Shadows Over Innistrad","Near Mint","English","Normal"
"4685",1,"Essence Scatter","Amonkhet","Near Mint","English","Normal"
"4686",1,"Familiar's Ruse","Modern Masters 2017 Edition","Near Mint","English","Normal"
"4687",2,"Fleeting Distraction","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4688",7,"Floodwaters","Amonkhet","Near Mint","English","Normal"
"4689",1,"Fogwalker","Eldritch Moon","Near Mint","English","Normal"
"4690",2,"Fortune's Favor","Eldritch Moon","Near Mint","English","Normal"
"4691",1,"Headwater Sentries","Ixalan","Near Mint","English","Normal"
"4692",1,"Illusory Angel","Magic 2015 Core Set","Near Mint","English","Normal"
"4693",1,"Invasive Surgery","Shadows Over Innistrad","Near Mint","English","Normal"
"4694",2,"Jeering Homunculus","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4695",1,"Jeskai Sage","Fate Reforged","Near Mint","English","Normal"
"4696",1,"Lotus Path Djinn","Fate Reforged","Near Mint","English","Normal"
"4697",4,"Malfunction","Kaladesh","Near Mint","English","Normal"
"4698",1,"Man-o'-War","Eternal Masters","Near Mint","English","Normal"
"4699",1,"Manic Scribe","Shadows Over Innistrad","Near Mint","English","Normal"
"4700",2,"Messenger Jays","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4701",4,"Naga Oracle","Amonkhet","Near Mint","English","Normal"
"4702",1,"Negate","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4703",2,"Negate","Aether Revolt","Near Mint","English","Normal"
"4704",1,"Omenspeaker","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4705",1,"Ongoing Investigation","Shadows Over Innistrad","Near Mint","English","Normal"
"4706",1,"Overwhelming Intellect","Duel Decks: Izzet vs. Golgari","Near Mint","English","Normal"
"4707",1,"Paragon of Gathering Mists","Magic 2015 Core Set","Near Mint","English","Normal"
"4708",1,"Petals of Insight","Modern Masters","Near Mint","English","Normal"
"4709",2,"Pore Over the Pages","Shadows Over Innistrad","Near Mint","English","Normal"
"4710",1,"Reckless Scholar","Shadows Over Innistrad","Near Mint","English","Normal"
"4711",1,"Rakshasa's Disdain","Fate Reforged","Near Mint","English","Normal"
"4712",2,"Rise from the Tides","Shadows Over Innistrad","Near Mint","English","Normal"
"4713",4,"River Serpent","Amonkhet","Near Mint","English","Normal"
"4714",1,"Roiling Waters","Oath of the Gatewatch","Near Mint","English","Normal"
"4715",1,"Scatter Arc","Gatecrash","Near Mint","English","Normal"
"4716",3,"Scribe of the Mindful","Amonkhet","Near Mint","English","Normal"
"4717",2,"Seer of the Last Tomorrow","Hour of Devastation","Near Mint","English","Normal"
"4718",1,"Separatist Voidmage","Magic Origins","Near Mint","English","Normal"
"4719",1,"Shoreline Ranger","Eternal Masters","Near Mint","English","Normal"
"4720",1,"Silent Departure","Innistrad","Near Mint","English","Normal"
"4721",2,"Skittering Crustacean","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4722",2,"Somber Hoverguard","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4723",3,"Spellweaver Eternal","Hour of Devastation","Near Mint","English","Normal"
"4724",1,"Sphinx of Magosi","Welcome Deck 2016","Near Mint","English","Normal"
"4725",1,"Stealer of Secrets","Welcome Deck 2017","Near Mint","English","Normal"
"4726",1,"Stitchwing Skaab","Shadows Over Innistrad","Near Mint","English","Normal"
"4727",1,"Sultai Skullkeeper","Fate Reforged","Near Mint","English","Normal"
"4728",4,"Take into Custody","Aether Revolt","Near Mint","English","Normal"
"4729",1,"Thoughtcast","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4730",2,"Tricks of the Trade","Welcome Deck 2017","Near Mint","English","Normal"
"4731",1,"Traumatic Visions","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4732",1,"Uncovered Clues","Dragon's Maze","Near Mint","English","Normal"
"4733",1,"Uninvited Geist","Shadows Over Innistrad","Near Mint","English","Normal"
"4734",2,"Vaporkin","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4735",1,"Water Servant","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4736",6,"Winds of Rebuke","Amonkhet","Near Mint","English","Normal"
"4737",1,"Wings of Velis Vel","Modern Masters 2015 Edition","Near Mint","English","Normal"
"4738",1,"Write into Being","Fate Reforged","Near Mint","English","Normal"
"4739",3,"Aether Chaser","Aether Revolt","Near Mint","English","Normal"
"4740",1,"Blood Mist","Eldritch Moon","Near Mint","English","Normal"
"4741",4,"Bloodlust Inciter","Amonkhet","Near Mint","English","Normal"
"4742",4,"Bloodmad Vampire","Shadows Over Innistrad","Near Mint","English","Normal"
"4743",4,"Borderland Marauder","Welcome Deck 2016","Near Mint","English","Normal"
"4744",5,"Brute Strength","Amonkhet","Near Mint","English","Normal"
"4745",1,"Burn Away","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4746",2,"Built to Smash","Kaladesh","Near Mint","English","Normal"
"4747",2,"Cartouche of Zeal","Amonkhet","Near Mint","English","Normal"
"4748",2,"Cathartic Reunion","Kaladesh","Near Mint","English","Normal"
"4749",2,"Cone of Flame","Welcome Deck 2016","Near Mint","English","Normal"
"4750",2,"Convicted Killer","Shadows Over Innistrad","Near Mint","English","Normal"
"4751",1,"Coordinated Assault","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4752",3,"Dance with Devils","Shadows Over Innistrad","Near Mint","English","Normal"
"4753",1,"Deputized Protester","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4754",2,"Dissension in the Ranks","Shadows Over Innistrad","Near Mint","English","Normal"
"4755",1,"Dragon Fodder","Dragons of Tarkir","Near Mint","English","Normal"
"4756",4,"Dual Shot","Shadows Over Innistrad","Near Mint","English","Normal"
"4757",3,"Electrify","Amonkhet","Near Mint","English","Normal"
"4758",1,"Ember Beast","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4759",4,"Ember-Eye Wolf","Shadows Over Innistrad","Near Mint","English","Normal"
"4760",2,"Emberhorn Minotaur","Amonkhet","Near Mint","English","Normal"
"4761",2,"Fling","Amonkhet","Near Mint","English","Normal"
"4762",2,"Garbage Fire","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4763",1,"Gatstaf Arsonists","Shadows Over Innistrad","Near Mint","English","Normal"
"4764",1,"Geistblast","Shadows Over Innistrad","Near Mint","English","Normal"
"4765",4,"Giant Spectacle","Kaladesh","Near Mint","English","Normal"
"4766",1,"Gibbering Fiend","Shadows Over Innistrad","Near Mint","English","Normal"
"4767",1,"Gluttonous Cyclops","Journey into Nyx","Near Mint","English","Normal"
"4768",3,"Goblin Balloon Brigade","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4769",1,"Goblin Racketeer","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4770",1,"Goblin Tunneler","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4771",2,"Howlpack Wolf","Shadows Over Innistrad","Near Mint","English","Normal"
"4772",7,"Hulking Devil","Shadows Over Innistrad","Near Mint","English","Normal"
"4773",2,"Ill-Tempered Cyclops","Conspiracy: Take the Crown","Near Mint","English","Normal"
"4774",1,"Incorrigible Youths","Shadows Over Innistrad","Near Mint","English","Normal"
"4775",1,"Inner Struggle","Shadows Over Innistrad","Near Mint","English","Normal"
