Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified
"2","2","Dinosaur Hunter","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:47.585437"
"2","2","Disfigure","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:47.563629"
"1","1","Disowned Ancestor","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:35:47.540581"
"1","1","Douser of Lights","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:47.489364"
"1","1","Durable Coilbug","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:47.444531"
"3","3","Dusk Charger","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:47.432891"
"1","1","Dusk Legion Zealot","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:47.403884"
"2","2","Duskmantle Operative","War of the Spark","Near Mint","English","","","2022-02-27 02:35:47.393117"
"2","2","Epic Downfall","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:47.375094"
"1","1","Epicure of Blood","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:47.358205"
"1","1","Eternal Taskmaster","War of the Spark","Near Mint","English","","","2022-02-27 02:35:47.347863"
"1","1","Eviscerate","Dominaria","Near Mint","English","","","2022-02-27 02:35:47.338088"
"6","6","Eye Collector","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:47.329077"
"1","1","Fatal Fumes","Dragon's Maze","Near Mint","English","","","2022-02-27 02:35:47.269046"
"1","1","Fathom Fleet Boarder","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:47.259841"
"3","3","Fathom Fleet Cutthroat","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:47.250907"
"1","1","Fathom Fleet Cutthroat","Ixalan","Near Mint","English","","","2022-02-27 02:35:47.222456"
"1","1","Felhide Brawler","Born of the Gods","Near Mint","English","","","2022-02-27 02:35:47.209908"
"1","1","Fell Specter","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:47.189638"
"3","3","Feral Abomination","Dominaria","Near Mint","English","","","2022-02-27 02:35:47.159671"
"2","2","Feral Abomination","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:47.126711"
"4","4","Festive Funeral","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:47.088570"
"6","6","Foreboding Fruit","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:47.033541"
"3","3","Forever Young","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.982621"
"3","3","Giant's Skewer","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.949453"
"1","1","Gorging Vulture","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:46.923060"
"1","1","Grasping Scoundrel","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:46.912955"
"1","1","Grave Strength","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:46.902905"
"1","1","Gravedigger","Amonkhet","Near Mint","English","","","2022-02-27 02:35:46.892664"
"1","1","Grim Captain's Call","Ixalan","Near Mint","English","","","2022-02-27 02:35:46.870725"
"1","1","Grim Strider","Amonkhet","Near Mint","English","","","2022-02-27 02:35:46.844041"
"2","2","Grisly Survivor","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:46.834265"
"1","1","Grotesque Demise","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:46.812550"
"2","2","Gruesome Scourger","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:46.791732"
"1","1","Havoc Sower","Oath of the Gatewatch","Near Mint","English","","","2022-02-27 02:35:46.768670"
"1","1","Headless Specter","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:46.758929"
"3","3","Hired Blade","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.749101"
"2","2","Hired Poisoner","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:46.714999"
"2","2","Horror of the Broken Lands","Amonkhet","Near Mint","English","","","2022-02-27 02:35:46.693651"
"1","1","Howling Banshee","Magic 2011","Near Mint","English","","","2022-02-27 02:35:46.671627"
"1","1","Ill-Gotten Inheritance","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:46.661411"
"2","2","Impale","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:46.652642"
"2","2","Infectious Horror","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.635559"
"3","3","Infernal Scarring","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.614637"
"1","1","Insatiable Harpy","Theros","Near Mint","English","","","2022-02-27 02:35:46.585630"
"1","1","Kaya's Ghostform","War of the Spark","Near Mint","English","","","2022-02-27 02:35:46.575143"
"2","2","Khenra Eternal","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:46.565869"
"1","1","Kolaghan Skirmisher","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:46.548145"
"7","7","Lash of Thorns","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.537503"
"2","2","Lazotep Behemoth","War of the Spark","Near Mint","English","","","2022-02-27 02:35:46.472912"
"3","3","Lich's Caress","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.433250"
"1","1","Lingering Phantom","Dominaria","Near Mint","English","","","2022-02-27 02:35:46.402882"
"5","5","Locthwain Paladin","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.393257"
"1","1","Lord of the Accursed","Amonkhet","Near Mint","English","","","2022-02-27 02:35:46.349860"
"4","4","Lost Legion","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.339616"
"1","1","Lurking Deadeye","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:46.306174"
"2","2","Macabre Waltz","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.288052"
"5","5","Malevolent Noble","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.257307"
"5","5","Memory Theft","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:46.185991"
"1","1","Merciless Eternal","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:46.142023"
"2","2","Mind Rot","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:46.131349"
"1","1","Mind Rot","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:46.112426"
"1","1","Mindless Null","Zendikar","Near Mint","English","","","2022-02-27 02:35:46.088854"
"1","1","Moodmark Painter","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:46.069844"
"1","1","Morkrut Necropod","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:35:46.060330"
"1","1","Murder","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:46.050425"
"2","2","Mutual Destruction","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:46.030849"
"2","2","Never Happened","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:46.013162"
"1","1","Ninja of the New Moon","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:45.994539"
"1","1","Ob Nixilis's Cruelty","War of the Spark","Near Mint","English","","","2022-02-27 02:35:45.985000"
"1","1","Orzhov Racketeers","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:45.967638"
"2","2","Plague Wight","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:45.947512"
"1","1","Plaguecrafter","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:45.929845"
"1","1","Public Execution","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:35:45.918826"
"1","1","Qarsi High Priest","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:45.908519"
"1","1","Queen's Agent","Ixalan","Near Mint","English","","","2022-02-27 02:35:45.898989"
"2","2","Ravenous Harpy","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:45.888938"
"1","1","Razaketh's Rite","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:45.871365"
"4","4","Reave Soul","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:45.848696"
"1","1","Reaver Ambush","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:45.812927"
"1","1","Recover","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:45.803656"
"1","1","Resourceful Return","Aether Revolt","Near Mint","English","","","2022-02-27 02:35:45.783319"
"1","1","Baloth Gorger","Dominaria","Near Mint","English","","","2022-02-27 02:35:40.642887"
"3","3","Band Together","War of the Spark","Near Mint","English","","","2022-02-27 02:35:40.632122"
"1","1","Barkhide Troll","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:40.607751"
"1","1","Barrier Breach","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:40.598919"
"3","3","Bellowing Elk","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:40.584386"
"1","1","Beneath the Sands","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:40.559648"
"1","1","Centaur Nurturer","War of the Spark","Near Mint","English","","","2022-02-27 02:35:40.345166"
"1","1","Circle of Elders","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:40.334423"
"3","3","Colossal Dreadmaw","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.323750"
"1","1","Colossal Dreadmaw","Ixalan","Near Mint","English","","","2022-02-27 02:35:40.298573"
"1","1","Colossal Dreadmaw","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:40.289633"
"1","1","Commune with the Gods","Theros","Near Mint","English","","","2022-02-27 02:35:40.232814"
"1","1","Conifer Wurm","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:40.222836"
"1","1","Corrosive Ooze","Dominaria","Near Mint","English","","","2022-02-27 02:35:40.208967"
"1","1","Crash the Ramparts","Ixalan","Near Mint","English","","","2022-02-27 02:35:40.199131"
"1","1","Crocodile of the Crossing","Amonkhet","Near Mint","English","","","2022-02-27 02:35:40.189438"
"2","2","Crushing Canopy","Ixalan","Near Mint","English","","","2022-02-27 02:35:40.178915"
"1","1","Crushing Canopy","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:40.162497"
"2","2","Daggerback Basilisk","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.139612"
"2","2","Declare Dominance","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.120520"
"1","1","Deeproot Warrior","Ixalan","Near Mint","English","","","2022-02-27 02:35:40.101875"
"2","2","Devkarin Dissident","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:40.092125"
"1","1","Devotee of Strength","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:40.074708"
"1","1","Dromoka's Gift","Dragons of Tarkir","Near Mint","English","","","2022-02-27 02:35:40.063375"
"2","2","Druid of Horns","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.051617"
"2","2","Druid of the Cowl","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.035246"
"1","1","Dryad Greenseeker","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:40.005802"
"1","1","Dune Diviner","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:39.994923"
"1","1","Edgewall Innkeeper","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.983071"
"1","1","Elfhame Druid","Dominaria","Near Mint","English","","","2022-02-27 02:35:39.971339"
"2","2","Elvish Fury","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:39.958412"
"1","1","Elvish Rejuvenator","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.938127"
"2","2","Essence Symbiote","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.925997"
"1","1","Excavation Mole","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.902961"
"2","2","Excavating Anurid","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:39.889944"
"4","4","Fierce Witchstalker","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.862054"
"6","6","Fell the Pheasant","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.843201"
"3","3","Feral Invocation","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:39.778069"
"1","1","Feral Prowler","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:39.750708"
"2","2","Ferocious Pup","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:39.740293"
"1","1","Flycatcher Giraffid","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.695881"
"4","4","Forced Landing","War of the Spark","Near Mint","English","","","2022-02-27 02:35:39.664948"
"1","1","Foul Emissary","Eldritch Moon","Near Mint","English","","","2022-02-27 02:35:39.627783"
"1","1","Frilled Sandwalla","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:39.618325"
"2","2","Frostwalla","Modern Horizons","Near Mint","English","","","2022-02-27 02:35:39.608320"
"1","1","Fruit of the First Tree","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:39.587227"
"5","5","Garenbrig Paladin","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.553840"
"5","5","Garenbrig Squire","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.510428"
"1","1","Generous Stray","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:39.467528"
"1","1","Ghastbark Twins","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.457682"
"1","1","Ghirapur Guide","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.447566"
"2","2","Giant Growth","War of the Spark","Near Mint","English","","","2022-02-27 02:35:39.435940"
"2","2","Giant Opportunity","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.405324"
"2","2","Giant Spider","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.386743"
"1","1","Gift of Paradise","Amonkhet","Near Mint","English","","","2022-02-27 02:35:39.356996"
"1","1","Gift of Paradise","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:39.347773"
"1","1","Gift of Strength","Ravnica Allegiance","Near Mint","English","","","2022-02-27 02:35:39.332036"
"1","1","Giltgrove Stalker","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:39.319356"
"1","1","Glowstone Recluse","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.308446"
"1","1","Graf Mole","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:35:39.294073"
"1","1","Grappling Sundew","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:39.284239"
"1","1","Greenwood Sentinel","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.240242"
"1","1","Greenwood Sentinel","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:39.231397"
"1","1","Healer of the Glade","Core Set 2020","Near Mint","English","","","2022-02-27 02:35:39.184030"
"1","1","Hermit of the Natterknolls","Shadows over Innistrad","Near Mint","English","","","2022-02-27 02:35:39.170335"
"1","1","Highland Game","Core Set 2019","Near Mint","English","","","2022-02-27 02:35:39.160418"
"3","3","Hitchclaw Recluse","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:39.147416"
"1","1","Honey Mammoth","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.109970"
"1","1","Hope Tender","Hour of Devastation","Near Mint","English","","","2022-02-27 02:35:39.100205"
"1","1","Humble Naturalist","Ikoria: Lair of Behemoths","Near Mint","English","","","2022-02-27 02:35:39.090630"
"2","2","Hunt the Weak","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:39.081139"
"1","1","Hunt the Weak","Fate Reforged","Near Mint","English","","","2022-02-27 02:35:39.063151"
"1","1","Incremental Growth","Khans of Tarkir","Near Mint","English","","","2022-02-27 02:35:39.048022"
"7","7","Insatiable Appetite","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:39.018674"
"1","1","Ironshell Beetle","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:38.960804"
"1","1","Irresistible Prey","Conspiracy: Take the Crown","Near Mint","English","","","2022-02-27 02:35:38.951252"
"1","1","Ixalli's Keeper","Ixalan","Near Mint","English","","","2022-02-27 02:35:38.942156"
"2","2","Jade Bearer","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:38.931439"
"3","3","Jade Guardian","Ixalan","Near Mint","English","","","2022-02-27 02:35:38.914644"
"2","2","Jungleborn Pioneer","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:38.888690"
"1","1","Jadecraft Artisan","Rivals of Ixalan","Near Mint","English","","","2022-02-27 02:35:38.870867"
"1","1","Keeper of Fables","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:38.840599"
"1","1","Kenrith's Transformation","Throne of Eldraine","Near Mint","English","","","2022-02-27 02:35:38.831099"
"1","1","Kraul Foragers","Guilds of Ravnica","Near Mint","English","","","2022-02-27 02:35:38.821442"
"2","2","Kronch Wrangler","War of the Spark","Near Mint","English","","","2022-02-27 02:35:38.811661"
