"","Name","Edition","Condition","Language","Foil","Count"
"4043","Moodmark Painter","Guilds of Ravnica","Near Mint","English","",1
"4044","Morkrut Necropod","Shadows over Innistrad","Near Mint","English","",1
"4045","Murder","Core Set 2020","Near Mint","English","",1
"4046","Mutual Destruction","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4047","Never Happened","Guilds of Ravnica","Near Mint","English","",1
"4048","Ninja of the New Moon","Modern Horizons","Near Mint","English","",1
"4049","Ob Nixilis's Cruelty","War of the Spark","Near Mint","English","",1
"4050","Orzhov Racketeers","Ravnica Allegiance","Near Mint","English","",1
"4051","Plague Wight","Ravnica Allegiance","Near Mint","English","",1
"4052","Plaguecrafter","Guilds of Ravnica","Near Mint","English","",1
"4053","Public Execution","Conspiracy: Take the Crown","Near Mint","English","",1
"4054","Qarsi High Priest","Fate Reforged","Near Mint","English","",2
"4055","Queen's Agent","Ixalan","Near Mint","English","",1
"4056","Ravenous Harpy","Core Set 2019","Near Mint","English","",1
"4057","Razaketh's Rite","Hour of Devastation","Near Mint","English","",1
"4058","Reave Soul","Throne of Eldraine","Near Mint","English","",1
"4059","Reaver Ambush","Rivals of Ixalan","Near Mint","English","",1
"4060","Recover","Rivals of Ixalan","Near Mint","English","",1
"4061","Resourceful Return","Aether Revolt","Near Mint","English","",1
"4062","Baloth Gorger","Dominaria","Near Mint","English","",1
"4063","Band Together","War of the Spark","Near Mint","English","",1
"4064","Barkhide Troll","Core Set 2020","Near Mint","English","",1
"4065","Barrier Breach","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4066","Bellowing Elk","Modern Horizons","Near Mint","English","",1
"4067","Beneath the Sands","Hour of Devastation","Near Mint","English","",1
"4068","Centaur Nurturer","War of the Spark","Near Mint","English","",1
"4069","Circle of Elders","Dragons of Tarkir","Near Mint","English","",1
"4070","Colossal Dreadmaw","Core Set 2019","Near Mint","English","",1
"4071","Colossal Dreadmaw","Ixalan","Near Mint","English","",1
"4072","Colossal Dreadmaw","Rivals of Ixalan","Near Mint","English","",1
"4073","Commune with the Gods","Theros","Near Mint","English","",1
"4074","Conifer Wurm","Modern Horizons","Near Mint","English","",1
"4075","Corrosive Ooze","Dominaria","Near Mint","English","",1
"4076","Crash the Ramparts","Ixalan","Near Mint","English","",1
"4077","Crocodile of the Crossing","Amonkhet","Near Mint","English","",1
"4078","Crushing Canopy","Ixalan","Near Mint","English","",1
"4079","Crushing Canopy","Guilds of Ravnica","Near Mint","English","",1
"4080","Daggerback Basilisk","Core Set 2019","Near Mint","English","",1
"4081","Declare Dominance","Core Set 2019","Near Mint","English","",1
"4082","Deeproot Warrior","Ixalan","Near Mint","English","",1
"4083","Devkarin Dissident","Guilds of Ravnica","Near Mint","English","",1
"4084","Devotee of Strength","Hour of Devastation","Near Mint","English","",1
"4085","Dromoka's Gift","Dragons of Tarkir","Near Mint","English","",1
"4086","Druid of Horns","Core Set 2019","Near Mint","English","",1
"4087","Druid of the Cowl","Core Set 2019","Near Mint","English","",1
"4088","Dryad Greenseeker","Core Set 2019","Near Mint","English","",1
"4089","Dune Diviner","Hour of Devastation","Near Mint","English","",1
"4090","Edgewall Innkeeper","Throne of Eldraine","Near Mint","English","",1
"4091","Elfhame Druid","Dominaria","Near Mint","English","",1
"4092","Elvish Fury","Modern Horizons","Near Mint","English","",1
"4093","Elvish Rejuvenator","Core Set 2019","Near Mint","English","",1
"4094","Essence Symbiote","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4095","Excavation Mole","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4096","Excavating Anurid","Modern Horizons","Near Mint","English","",1
"4097","Fierce Witchstalker","Throne of Eldraine","Near Mint","English","",1
"4098","Fell the Pheasant","Throne of Eldraine","Near Mint","English","",1
"4099","Feral Invocation","Core Set 2020","Near Mint","English","",1
"4100","Feral Prowler","Hour of Devastation","Near Mint","English","",1
"4101","Ferocious Pup","Core Set 2020","Near Mint","English","",1
"4102","Flycatcher Giraffid","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4103","Forced Landing","War of the Spark","Near Mint","English","",1
"4104","Foul Emissary","Eldritch Moon","Near Mint","English","",2
"4105","Frilled Sandwalla","Hour of Devastation","Near Mint","English","",1
"4106","Frostwalla","Modern Horizons","Near Mint","English","",1
"4107","Fruit of the First Tree","Fate Reforged","Near Mint","English","",1
"4108","Garenbrig Paladin","Throne of Eldraine","Near Mint","English","",1
"4109","Garenbrig Squire","Throne of Eldraine","Near Mint","English","",1
"4110","Generous Stray","Guilds of Ravnica","Near Mint","English","",1
"4111","Ghastbark Twins","Core Set 2019","Near Mint","English","",1
"4112","Ghirapur Guide","Core Set 2019","Near Mint","English","",1
"4113","Giant Growth","War of the Spark","Near Mint","English","",1
"4114","Giant Opportunity","Throne of Eldraine","Near Mint","English","",1
"4115","Giant Spider","Core Set 2019","Near Mint","English","",1
"4116","Gift of Paradise","Amonkhet","Near Mint","English","",1
"4117","Gift of Paradise","Core Set 2020","Near Mint","English","",1
"4118","Gift of Strength","Ravnica Allegiance","Near Mint","English","",1
"4119","Giltgrove Stalker","Rivals of Ixalan","Near Mint","English","",1
"4120","Glowstone Recluse","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4121","Graf Mole","Shadows over Innistrad","Near Mint","English","",1
"4122","Grappling Sundew","Guilds of Ravnica","Near Mint","English","",1
"4123","Greenwood Sentinel","Core Set 2019","Near Mint","English","",1
"4124","Greenwood Sentinel","Core Set 2020","Near Mint","English","",1
"4125","Healer of the Glade","Core Set 2020","Near Mint","English","",1
"4126","Hermit of the Natterknolls","Shadows over Innistrad","Near Mint","English","",1
"4127","Highland Game","Core Set 2019","Near Mint","English","",1
"4128","Hitchclaw Recluse","Guilds of Ravnica","Near Mint","English","",1
"4129","Honey Mammoth","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4130","Hope Tender","Hour of Devastation","Near Mint","English","",2
"4131","Humble Naturalist","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4132","Hunt the Weak","Rivals of Ixalan","Near Mint","English","",1
"4133","Hunt the Weak","Fate Reforged","Near Mint","English","",2
"4134","Incremental Growth","Khans of Tarkir","Near Mint","English","",1
"4135","Insatiable Appetite","Throne of Eldraine","Near Mint","English","",1
"4136","Ironshell Beetle","Guilds of Ravnica","Near Mint","English","",1
"4137","Irresistible Prey","Conspiracy: Take the Crown","Near Mint","English","",1
"4138","Ixalli's Keeper","Ixalan","Near Mint","English","",1
"4139","Jade Bearer","Rivals of Ixalan","Near Mint","English","",1
"4140","Jade Guardian","Ixalan","Near Mint","English","",1
"4141","Jungleborn Pioneer","Rivals of Ixalan","Near Mint","English","",1
"4142","Jadecraft Artisan","Rivals of Ixalan","Near Mint","English","",1
"4143","Keeper of Fables","Throne of Eldraine","Near Mint","English","",1
"4144","Kenrith's Transformation","Throne of Eldraine","Near Mint","English","",1
"4145","Kraul Foragers","Guilds of Ravnica","Near Mint","English","",1
"4146","Kronch Wrangler","War of the Spark","Near Mint","English","",1
"4147","Krosan Druid","Dominaria","Near Mint","English","",1
"4148","Krosan Tusker","Modern Horizons","Near Mint","English","",1
"4149","Leafkin Druid","Core Set 2020","Near Mint","English","",1
"4150","Ley Weaver","Battlebond","Near Mint","English","",1
"4151","Llanowar Envoy","Dominaria","Near Mint","English","",1
"4152","Llanowar Tribe","Modern Horizons","Near Mint","English","",1
"4153","Mammoth Spider","Ravnica Allegiance","Near Mint","English","",1
"4154","Mammoth Spider","Core Set 2020","Near Mint","English","",1
"4155","Maraleaf Rider","Throne of Eldraine","Near Mint","English","",1
"4156","Mending Touch","Dragon's Maze","Near Mint","English","",1
"4157","Might of the Masses","Guilds of Ravnica","Near Mint","English","",1
"4158","Monstrous Step","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4159","Murasa Behemoth","Modern Horizons","Near Mint","English","",1
"4160","Nantuko Cultivator","Modern Horizons","Near Mint","English","",1
"4161","Naturalize","Rivals of Ixalan","Near Mint","English","",1
"4162","Naturalize","Core Set 2019","Near Mint","English","",1
"4163","Natural End","Core Set 2020","Near Mint","English","",1
"4164","Nessian Demolok","Born of the Gods","Near Mint","English","",2
"4165","New Horizons","War of the Spark","Near Mint","English","",1
"4166","Nissa's Expedition","Magic 2015 Core Set","Near Mint","English","",1
"4167","Nissa's Triumph","War of the Spark","Near Mint","English","",1
"4168","Anticipate","Core Set 2020","Near Mint","English","",1
"4169","Anticipate","Dragons of Tarkir","Near Mint","English","",2
"4170","Arcane Flight","Dominaria","Near Mint","English","",1
"4171","Arrester's Admonition","Ravnica Allegiance","Near Mint","English","",1
"4172","Artificer's Assistant","Dominaria","Near Mint","English","",1
"4173","Ashiok's Skulker","War of the Spark","Near Mint","English","",1
"4174","Augur of Bolas","War of the Spark","Near Mint","English","",1
"4175","Aven Eternal","War of the Spark","Near Mint","English","",1
"4176","Aven Wind Mage","Core Set 2019","Near Mint","English","",1
"4177","Blood Curdle","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4178","Blood Divination","Core Set 2019","Near Mint","English","",2
"4179","Blood for Bones","Core Set 2020","Near Mint","English","",1
"4180","Bloodmist Infiltrator","Ravnica Allegiance","Near Mint","English","",1
"4181","Bog Naughty","Throne of Eldraine","Near Mint","English","",1
"4182","Bogstomper","Core Set 2019","Near Mint","English","",1
"4183","Bone Picker","Amonkhet","Near Mint","English","",1
"4184","Bone Splinters","Core Set 2020","Near Mint","English","",1
"4185","Boneclad Necromancer","Core Set 2020","Near Mint","English","",1
"4186","Boot Nipper","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4187","Cabal Evangel","Dominaria","Near Mint","English","",1
"4188","Canal Monitor","Rivals of Ixalan","Near Mint","English","",1
"4189","Carrion Imp","Ravnica Allegiance","Near Mint","English","",1
"4190","Carrion Screecher","Hour of Devastation","Near Mint","English","",1
"4191","Cauldron's Gift","Throne of Eldraine","Near Mint","English","",1
"4192","Cavern Whisperer","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4193","Changeling Outcast","Modern Horizons","Near Mint","English","",1
"4194","Child of Night","Guilds of Ravnica","Near Mint","English","",1
"4195","Claim of Erebos","Born of the Gods","Near Mint","English","",2
"4196","Contract Killing","Ixalan","Near Mint","English","",1
"4197","First Sliver's Chosen","Modern Horizons","Near Mint","English","",1
"4198","Flight of Equenauts","Guilds of Ravnica","Near Mint","English","",1
"4199","Flutterfox","Throne of Eldraine","Near Mint","English","",1
"4200","Fortifying Provisions","Throne of Eldraine","Near Mint","English","",1
"4201","Gallant Cavalry","Core Set 2019","Near Mint","English","",1
"4202","Garrison Cat","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4203","Gauntlets of Light","Core Set 2020","Near Mint","English","",1
"4204","Ghirapur Osprey","Aether Revolt","Near Mint","English","",1
"4205","Gideon's Defeat","Hour of Devastation","Near Mint","English","",1
"4206","Gideon's Sacrifice","War of the Spark","Near Mint","English","",1
"4207","Glaring Aegis","Core Set 2020","Near Mint","English","",1
"4208","Glass Casket","Throne of Eldraine","Near Mint","English","",1
"4209","Gods Willing","Theros","Near Mint","English","",1
"4210","Gods Willing","Core Set 2020","Near Mint","English","",1
"4211","Graceblade Artisan","Dragons of Tarkir","Near Mint","English","",1
"4212","Grateful Apparition","War of the Spark","Near Mint","English","",1
"4213","Griffin Protector","Core Set 2020","Near Mint","English","",1
"4214","Griffin Sentinel","Core Set 2020","Near Mint","English","",1
"4215","Haazda Marshal","Guilds of Ravnica","Near Mint","English","",1
"4216","Hope Against Hope","Shadows over Innistrad","Near Mint","English","",1
"4217","Impassioned Orator","Ravnica Allegiance","Near Mint","English","",1
"4218","Imperial Lancer","Ixalan","Near Mint","English","",1
"4219","Imposing Vantasaur","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4220","Inspired Charge","Core Set 2019","Near Mint","English","",1
"4221","Inspiring Captain","Core Set 2020","Near Mint","English","",1
"4222","Inspiring Unicorn","Guilds of Ravnica","Near Mint","English","",1
"4223","Intrusive Packbeast","Guilds of Ravnica","Near Mint","English","",1
"4224","Invoke the Divine","Core Set 2019","Near Mint","English","",1
"4225","Ironclad Krovod","War of the Spark","Near Mint","English","",1
"4226","Irregular Cohort","Modern Horizons","Near Mint","English","",1
"4227","Justiciar's Portal","Ravnica Allegiance","Near Mint","English","",1
"4228","King of the Pride","Modern Horizons","Near Mint","English","",1
"4229","Knight of New Benalia","Dominaria","Near Mint","English","",1
"4230","Knight of the Keep","Throne of Eldraine","Near Mint","English","",1
"4231","Knight of the Tusk","Core Set 2019","Near Mint","English","",1
"4232","Knight's Pledge","Core Set 2019","Near Mint","English","",1
"4233","Law-Rune Enforcer","War of the Spark","Near Mint","English","",1
"4234","Ledev Guardian","Guilds of Ravnica","Near Mint","English","",1
"4235","Loxodon Restorer","Guilds of Ravnica","Near Mint","English","",1
"4236","Loxodon Sergeant","War of the Spark","Near Mint","English","",1
"4237","Leonin Vanguard","Core Set 2019","Near Mint","English","",1
"4238","Leonin Snarecaster","Theros","Near Mint","English","",1
"4239","Light of Hope","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4240","Lightform","Fate Reforged","Near Mint","English","",1
"4241","Loxodon Line Breaker","Core Set 2019","Near Mint","English","",1
"4242","Loyal Pegasus","Battlebond","Near Mint","English","",1
"4243","Luminous Bonds","Rivals of Ixalan","Near Mint","English","",1
"4244","Luminous Bonds","Core Set 2019","Near Mint","English","",1
"4245","Luminous Bonds","Guilds of Ravnica","Near Mint","English","",1
"4246","Lyev Decree","Dragon's Maze","Near Mint","English","",2
"4247","Make a Stand","Core Set 2019","Near Mint","English","",1
"4248","Makeshift Battalion","War of the Spark","Near Mint","English","",1
"4249","Maned Serval","Ikoria: Lair of Behemoths","Near Mint","English","",1
"4250","Martyr for the Cause","War of the Spark","Near Mint","English","",1
"4251","Martyr of Dusk","Rivals of Ixalan","Near Mint","English","",1
"4252","Martyr's Soul","Modern Horizons","Near Mint","English","",1
"4253","Oasis Ritualist","Hour of Devastation","Near Mint","English","",1
"4254","Ordeal of Nylea","Theros","Near Mint","English","",1
"4255","Oran-Rief Survivalist","Zendikar","Near Mint","English","",1
"4256","Outmuscle","Throne of Eldraine","Near Mint","English","",1
"4257","Oakenform","Core Set 2019","Near Mint","English","",1
"4258","Pause for Reflection","Guilds of Ravnica","Near Mint","English","",1
"4259","Pierce the Sky","Dominaria","Near Mint","English","",1
"4260","Plummet","Rivals of Ixalan","Near Mint","English","",1
